,name,online_order,rate,votes,location,rest_type,approx_cost
13952,Kairali Restaurant,Yes,3.4,19,Electronic City,Quick Bites,400
13953,Cake Spot,No,0.0,0,Electronic City,Bakery,400
13954,Grilliez,No,0.0,0,Electronic City,"Takeaway, Delivery",400
13955,Kanti Sweets,Yes,3.6,16,Electronic City,Sweet Shop,400
13956,Ministry of Burger,Yes,0.0,0,Electronic City,Delivery,500
13957,Jiyo Natural,No,3.6,14,South Bangalore,Delivery,300
13958,Priya's Punjabi,No,3.8,33,Koramangala 8th Block,Casual Dining,0
13959,Kadhai Tadka family Restaurant,No,0.0,0,Electronic City,Quick Bites,400
13960,Food Lover,No,0.0,0,Electronic City,"Takeaway, Delivery",300
13961,Chatkara,No,0.0,0,Electronic City,Quick Bites,300
13962,Baker's Cafe,Yes,0.0,0,Electronic City,Bakery,200
13963,The Hyderbadi Chefs,Yes,3.4,4,Electronic City,Quick Bites,400
13964,Bhojan@99,Yes,0.0,0,Electronic City,"Takeaway, Delivery",200
13965,Swaadh,No,0.0,0,Electronic City,Quick Bites,300
13966,Bake Magic,Yes,0.0,0,Electronic City,Bakery,300
13967,Adarsh Bakery,No,3.1,10,Electronic City,Bakery,300
13968,The Fiery Indian Kitchen,Yes,0.0,0,Electronic City,Casual Dining,650
13969,Machlee's Sea Food,No,0.0,0,Electronic City,Quick Bites,200
13970,Cafe HIGHRANGERS,Yes,3.3,4,Electronic City,Cafe,400
13971,The Duke of Juices,No,0.0,0,Electronic City,"Takeaway, Delivery",200
13972,Cafe Xtasi,No,0.0,0,Electronic City,"Takeaway, Delivery",0
13973,Basmati's Briyani Nation,Yes,0.0,0,Electronic City,"Takeaway, Delivery",350
13974,Soul Indian Specialty - Svenska Design Hotel,Yes,3.7,266,Electronic City,Fine Dining,2000
13975,Onesta,Yes,4.0,863,Electronic City,"Casual Dining, Cafe",600
13976,Cakes Wagon,Yes,3.3,37,Electronic City,Bakery,600
13977,MAD Belgian Waffles,Yes,3.8,12,Electronic City,Dessert Parlor,250
13978,Apsara Ice Cream,No,4.0,67,Electronic City,Dessert Parlor,200
13979,The Platonic Cafe,Yes,0.0,0,Electronic City,Cafe,500
13980,Laddoos,No,2.8,124,Electronic City,"Quick Bites, Dessert Parlor",250
13981,NY Pizza & Waffles,Yes,3.1,273,Electronic City,Quick Bites,400
13982,Thanco's Natural Ice Creams,Yes,3.7,54,Electronic City,Dessert Parlor,450
13983,Baskin Robbins,Yes,3.8,108,Electronic City,Food Court,250
13984,Frozen Bottle,Yes,4.1,209,Electronic City,"Beverage Shop, Dessert Parlor",400
13985,Sweet Chariot,Yes,3.0,60,Electronic City,Dessert Parlor,500
13986,French Bake House,Yes,3.7,91,Electronic City,Bakery,200
13987,Cafe Crumb'z,No,3.3,4,Electronic City,"Cafe, Dessert Parlor",300
13988,Mr. Meetharam,Yes,3.3,7,Electronic City,Quick Bites,150
13989,Chef Baker's,Yes,3.8,101,Electronic City,"Bakery, Quick Bites",600
13990,Silver Leaf - Ramee Guestline Hotels,No,3.0,17,Electronic City,Casual Dining,900
13991,Just Bake,No,0.0,0,Electronic City,Bakery,400
13992,Pulla Reddy Sweets,No,3.0,22,Electronic City,Dessert Parlor,250
13993,Just Cakes,Yes,3.4,22,Electronic City,Bakery,350
13994,eat.fit,Yes,0.0,0,Electronic City,"Takeaway, Delivery",500
13995,Entree cafe,Yes,3.7,56,Electronic City,"Cafe, Bakery",400
13996,CakeZone,Yes,3.2,9,Electronic City,Bakery,500
13997,Chivi's Meilleurs Boulangers,Yes,3.4,12,Electronic City,Quick Bites,300
13998,Foodie Nation,Yes,3.0,89,Electronic City,Casual Dining,1000
13999,Pandit Ji Sweets & Namkeen,Yes,3.6,13,Electronic City,Sweet Shop,300
14000,Cake Menu,Yes,3.3,23,Electronic City,Bakery,400
14001,Jodhpur Sweets,No,3.8,29,Electronic City,Beverage Shop,100
14002,Sriji's Mithai,No,3.4,5,Electronic City,"Dessert Parlor, Sweet Shop",150
14003,Bangalore Cakes,Yes,2.9,17,Electronic City,Bakery,250
14004,Donut Cafe,Yes,3.9,163,Electronic City,"Dessert Parlor, Quick Bites",250
14005,Magic Oven,No,4.0,135,Electronic City,"Cafe, Dessert Parlor",400
14006,The French Loaf,Yes,2.6,64,Electronic City,"Bakery, Quick Bites",400
14007,The Hungry Shark Cafe,No,3.9,117,Electronic City,Cafe,700
14008,Just Like Mum's,No,0.0,0,Electronic City,Bakery,200
14009,Mumbai Kulfi,Yes,3.7,61,Electronic City,Dessert Parlor,100
14010,The Pastry House,Yes,3.8,60,Electronic City,Bakery,400
14011,Sweet Revenge,No,3.3,9,Electronic City,"Bakery, Quick Bites",300
14012,Maruthi Sweet Corner,No,0.0,0,Electronic City,Quick Bites,300
14013,Sri Mahadev Sweets,No,0.0,0,Electronic City,Quick Bites,150
14014,Cake Point,No,0.0,0,Electronic City,Quick Bites,300
14015,Indulge,No,0.0,0,Electronic City,Bakery,200
14016,24 Hours Cake Delivery,No,0.0,0,Electronic City,Delivery,700
14017,Bak'd Goodies,No,0.0,0,Electronic City,Bakery,350
14018,Arya Bhavan Sweets,No,0.0,0,Electronic City,Sweet Shop,300
14019,Baker's Cafe,Yes,0.0,0,Electronic City,Bakery,200
14020,Adarsh Bakery,No,3.1,10,Electronic City,Bakery,300
14021,Flying Cakes,Yes,3.1,127,Electronic City,Bakery,500
14022,Royal Iceberry,Yes,3.4,5,Electronic City,Dessert Parlor,200
14023,Dessert Bar,Yes,0.0,0,Electronic City,Quick Bites,400
14024,Cafe HIGHRANGERS,Yes,3.3,4,Electronic City,Cafe,400
14025,Bangalore Agarwal Bhavan,Yes,3.6,20,Electronic City,"Quick Bites, Sweet Shop",500
14026,Choconut,No,0.0,0,Electronic City,Beverage Shop,300
14027,Me And My Cake,No,0.0,0,Electronic City,Takeaway,500
14028,Cake Dilim,No,3.2,6,Electronic City,Bakery,400
14029,Gifts N Surprise,No,0.0,0,Electronic City,Bakery,500
14030,Goodness! Beverages,No,0.0,0,Electronic City,Delivery,250
14031,The Cake Lair,No,0.0,0,Electronic City,"Bakery, Quick Bites",600
14032,Cakea,No,0.0,0,Electronic City,Delivery,300
14033,Cake Spot,No,0.0,0,Electronic City,Bakery,400
14034,Bake Magic,Yes,0.0,0,Electronic City,Bakery,300
14035,Kulfi House,No,3.7,13,Electronic City,Dessert Parlor,200
14036,The Right Moo Organic Icecreams,No,0.0,0,Electronic City,Dessert Parlor,300
14037,Cool Treat Cafe & Cakes,No,0.0,0,Electronic City,Bakery,300
14038,Cool Break,No,3.4,11,Electronic City,Dessert Parlor,150
14039,Hotel Ivy Dew Drops,No,3.2,4,Electronic City,Casual Dining,900
14040,Happy Cups,No,0.0,0,Electronic City,Quick Bites,300
14041,Polo Scoops,No,3.2,4,Electronic City,Dessert Parlor,200
14042,Lancy Sweets,No,3.7,16,Electronic City,Dessert Parlor,200
14043,JFD Cafe,No,0.0,0,Electronic City,Cafe,400
14044,The Chocolate Room,Yes,2.8,44,Electronic City,Cafe,600
14045,Sweet Truth,Yes,3.9,81,Electronic City,Delivery,500
14046,The Big Barbeque,No,4.7,544,Electronic City,Casual Dining,1500
14047,Lobby Cafe - Radha Regent,No,3.7,177,Electronic City,Casual Dining,1200
14048,Fire Station,No,4.4,809,Electronic City,"Pub, Casual Dining",1200
14049,Gilly's Restobar,No,4.3,1265,Electronic City,"Pub, Casual Dining",1200
14050,Barbeque Nation,No,4.3,1147,Electronic City,Casual Dining,1600
14051,46 Ounces Brewgarden,No,0.0,0,Electronic City,Microbrewery,1600
14052,Onesta,Yes,4.0,863,Electronic City,"Casual Dining, Cafe",600
14053,Time Traveller - Sai Vishram,Yes,4.2,882,Electronic City,Casual Dining,1100
14054,Sky Lounge Bar - Svenska Design Hotel,Yes,4.0,537,Electronic City,"Bar, Casual Dining",1500
14055,Food Ras,Yes,4.3,1387,Electronic City,Casual Dining,900
14056,The Rasoiya Street,Yes,4.2,1137,Electronic City,Casual Dining,800
14057,Queens,No,4.3,169,Electronic City,Bar,1400
14058,Hyderabadi Spice,Yes,4.0,1369,Electronic City,Casual Dining,600
14059,Kritunga Restaurant,No,3.8,473,Electronic City,Casual Dining,650
14060,Cafe Happytizing,Yes,4.1,354,Electronic City,Cafe,700
14061,Paradise,Yes,4.0,2043,Electronic City,Casual Dining,800
14062,24@43 - The Oterra,No,4.1,268,Electronic City,Fine Dining,3000
14063,Republic Of Noodles - Lemon Tree Hotel,No,4.3,385,Electronic City,Casual Dining,1500
14064,Sherlock's Pub,No,3.6,180,Electronic City,"Pub, Casual Dining",1300
14065,Zatar House,Yes,4.0,31,Electronic City,Casual Dining,400
14066,Shandys-The Beer Cocktail Hub,No,0.0,0,Electronic City,"Bar, Casual Dining",1400
14067,Citrus Cafe - Lemon Tree Hotel,No,3.9,285,Electronic City,Fine Dining,2200
14068,Godavari Delights,Yes,3.9,407,Electronic City,Quick Bites,450
14069,This Cafe Has No Name Cafe,Yes,3.2,79,Electronic City,Cafe,500
14070,Volga Restaurant,Yes,3.7,294,Electronic City,Casual Dining,500
14071,Biriyani Zone,Yes,3.9,678,Electronic City,Casual Dining,800
14072,Thalassery Restaurant,Yes,3.8,571,Electronic City,Casual Dining,600
14073,Z Cafe,Yes,3.6,19,Electronic City,Quick Bites,300
14074,Keys Cafe - Keys Hotel,No,3.8,115,Electronic City,Casual Dining,1200
14075,Bazaar - Zone By The Park,No,4.0,415,Electronic City,Casual Dining,1400
14076,Meridian South - A Pure Vegetarian Restaurant,No,0.0,0,Electronic City,Casual Dining,600
14077,Marley's Bistro,Yes,3.9,94,Electronic City,Casual Dining,400
14078,Aagaman Veg,Yes,0.0,0,Electronic City,Casual Dining,900
14079,Magic Bowl,Yes,3.6,98,Electronic City,Casual Dining,700
14080,Fishing Boat - Hotel Goyal Residency,Yes,3.9,418,Electronic City,Casual Dining,800
14081,A2B - Adyar Ananda Bhavan,No,3.6,213,Electronic City,Casual Dining,400
14082,Tayo Restaurant,No,3.9,44,Electronic City,Casual Dining,600
14083,New Andhra House,Yes,3.8,523,Electronic City,Casual Dining,450
14084,Soul Indian Specialty - Svenska Design Hotel,Yes,3.7,267,Electronic City,Fine Dining,2000
14085,She Brews,Yes,3.7,159,Electronic City,Cafe,400
14086,Akkad Bakkad,Yes,3.9,72,Electronic City,Casual Dining,600
14087,The Chameleon,No,4.1,163,Electronic City,Bar,1200
14088,Moriz Restaurant,Yes,3.1,1365,Electronic City,Casual Dining,700
14089,Rags on Fire,Yes,3.1,64,Electronic City,Cafe,600
14090,7 Days Restaurant,Yes,3.8,478,Electronic City,Quick Bites,400
14091,Salt N Pepper,No,3.6,74,Electronic City,Casual Dining,500
14092,Mughlai Kitchen,Yes,0.0,0,Electronic City,0,600
14093,Venadu Restaurant,No,3.4,7,Electronic City,Casual Dining,700
14094,Mamaji's,Yes,3.6,453,Electronic City,Casual Dining,600
14095,Melange - Hotel Ekaa,Yes,3.2,426,Electronic City,Casual Dining,900
14096,Kittu's,Yes,4.2,800,Electronic City,Casual Dining,750
14097,Esfahan Restaurant,Yes,3.0,148,Electronic City,Casual Dining,700
14098,The Terminus - The Oterra,No,4.0,119,Electronic City,Lounge,2500
14099,Mesa Deli - Svenska Design Hotel,Yes,3.2,9,Electronic City,Casual Dining,600
14100,Mesa Lounge Bar - Svenska Design Hotel,No,3.0,49,Electronic City,Lounge,1500
14101,East- The Oterra,No,4.0,54,Electronic City,Fine Dining,2200
14102,Hyderabad Darbar,Yes,3.7,101,Electronic City,Casual Dining,700
14103,Tap House Resto Bar,Yes,3.4,183,Electronic City,"Casual Dining, Bar",900
14104,Slounge - Lemon Tree Hotel,No,3.8,76,Electronic City,Lounge,1500
14105,Barbeque Delight,Yes,3.4,173,Electronic City,Casual Dining,650
14106,Manasa Andhra Style Multi Cuisine Restaurant,No,3.6,70,Electronic City,Casual Dining,800
14107,Sila Restaurant,Yes,3.8,514,Electronic City,Casual Dining,750
14108,Guntur Royal Dine,No,3.4,7,Electronic City,Casual Dining,700
14109,#Vibes Restro,No,0.0,0,Electronic City,Casual Dining,700
14110,Sitara Veg Restaurant,Yes,3.9,419,Electronic City,Quick Bites,400
14111,Seasons,Yes,2.9,380,Electronic City,Casual Dining,1000
14112,Vinaya Royal Inn,Yes,3.1,5,Electronic City,Casual Dining,500
14113,Cuppa,Yes,3.0,119,Electronic City,Cafe,700
14114,Manasa Cool Cafe,Yes,3.2,7,Electronic City,Cafe,300
14115,Maa Reddy's Hyderabadi Biryani House,No,3.8,49,Electronic City,Quick Bites,400
14116,Soul Curry Restaurant,No,3.6,18,Electronic City,"Casual Dining, Bar",600
14117,Silver Leaf - Ramee Guestline Hotels,No,3.0,17,Electronic City,Casual Dining,900
14118,Beijing Bites,Yes,3.6,778,Electronic City,Casual Dining,850
14119,Aura - Radha Regent,No,3.6,116,Electronic City,Bar,1200
14120,New Food Magic,Yes,3.2,154,Electronic City,Casual Dining,450
14121,Unlock - The Restobar,No,3.8,27,Electronic City,Lounge,1200
14122,Alloro - The Oterra,No,4.0,63,Electronic City,Fine Dining,2500
14123,Spotlight - The Golden Tulip,No,2.0,118,Electronic City,Casual Dining,850
14124,Food 4 U,No,3.6,34,Electronic City,Quick Bites,400
14125,Kanti Sweets,Yes,3.6,16,Electronic City,Sweet Shop,400
14126,New Punjabi Food Corner,Yes,3.7,70,Electronic City,Casual Dining,500
14127,Food Point Family Restauarant,Yes,3.3,6,Electronic City,Casual Dining,700
14128,Vms Star Biriyani,No,3.8,47,Electronic City,Casual Dining,500
14129,Green Family Bar & Restaurant,No,3.0,57,Electronic City,Casual Dining,1000
14130,Santhrupthi,No,3.4,5,Electronic City,Casual Dining,550
14131,Chinmayee's,No,3.1,83,Electronic City,Casual Dining,700
14132,Entree cafe,Yes,3.7,56,Electronic City,"Cafe, Bakery",400
14133,Bangaliana,Yes,3.0,61,Electronic City,Casual Dining,600
14134,Foodie Nation,Yes,3.0,89,Electronic City,Casual Dining,1000
14135,Z-Bar,No,4.1,410,Electronic City,Bar,1500
14136,Urban Udupi Veg Restaurant,No,3.0,9,Electronic City,Casual Dining,400
14137,Food Club Restaurant,No,3.7,45,Electronic City,Casual Dining,500
14138,Strada Kitchen & Bar,No,3.4,7,Electronic City,Casual Dining,1000
14139,Ritz,No,3.0,43,Electronic City,Casual Dining,800
14140,New Nalapakam,No,0.0,0,Electronic City,Casual Dining,500
14141,The Elaichi Restaurant,Yes,3.6,399,Electronic City,Casual Dining,700
14142,Bhojanam Restaurant,No,3.6,196,Electronic City,Casual Dining,600
14143,It's Mirchi - Ramee Guestline Hotels,No,3.1,19,Electronic City,Casual Dining,1600
14144,Hatti Punjab Di,Yes,3.0,291,Electronic City,Casual Dining,550
14145,Magic Packs,Yes,3.1,22,Electronic City,0,300
14146,RK Garden Family Restaurant,No,3.0,17,Electronic City,Casual Dining,600
14147,Ambur Biriyani Classic,Yes,3.3,136,Electronic City,Casual Dining,700
14148,Akshara,Yes,3.8,42,Electronic City,Casual Dining,700
14149,The Dining Table - Sahar Pavillion,No,3.7,74,Electronic City,"Casual Dining, Bar",1500
14150,Prestige Estate Club and Resorts,No,3.0,10,Electronic City,"Casual Dining, Bar",1000
14151,Eden Huts Dhaba,No,3.6,33,Electronic City,Casual Dining,500
14152,Millennium Plaza,Yes,3.4,19,Electronic City,Casual Dining,700
14153,The Fiery Indian Kitchen,Yes,0.0,0,Electronic City,Casual Dining,650
14154,Sree Krishna Sagar Greens,No,2.8,33,Electronic City,Quick Bites,300
14155,Jodhpur Sweets,No,3.8,29,Electronic City,Beverage Shop,100
14156,Samrudhi,No,2.9,18,Electronic City,Casual Dining,450
14157,Seven Spices - Manipal County,No,2.8,38,Electronic City,Casual Dining,900
14158,Magic Oven,No,4.0,135,Electronic City,"Cafe, Dessert Parlor",400
14159,Amaravati,No,0.0,0,Electronic City,Casual Dining,600
14160,Karavali Fishland,Yes,3.1,30,Electronic City,Casual Dining,700
14161,Biryani Darbar,Yes,3.6,539,Electronic City,Casual Dining,800
14162,Andhra Amigos,Yes,3.6,81,Electronic City,Casual Dining,350
14163,NMR Multicuisine Restaurant,Yes,3.6,9,Electronic City,Casual Dining,550
14164,Oasis Restaurant,No,2.9,28,Electronic City,Casual Dining,550
14165,Swad,No,3.7,38,Electronic City,Casual Dining,500
14166,Hotel Avakay,Yes,3.6,27,Electronic City,Casual Dining,550
14167,Bamboo Shades,Yes,2.8,48,Electronic City,Casual Dining,1000
14168,Godavari Delights,Yes,3.0,11,Electronic City,Casual Dining,400
14169,The Hungry Shark Cafe,No,3.9,117,Electronic City,Cafe,700
14170,Vijayawadavari Sandya Andhra Mess,Yes,3.6,18,Electronic City,Mess,200
14171,Swad 'E' Punjab,Yes,3.6,216,Electronic City,Casual Dining,500
14172,Vijayawadawari Sandhya Andhra Mess,Yes,3.4,10,Electronic City,Quick Bites,400
14173,Kinara Family Restaurant,No,3.0,11,Electronic City,Casual Dining,600
14174,KA 51 Restocafe,No,3.9,39,Electronic City,Cafe,650
14175,Malabar Restaurant,No,3.6,19,Electronic City,Quick Bites,400
14176,Royal South Restaurant,No,0.0,0,Electronic City,Casual Dining,650
14177,Nasma Restaurant,No,0.0,0,Electronic City,Casual Dining,550
14178,Rraps,No,0.0,0,Electronic City,Casual Dining,700
14179,Arya Bhavan Sweets,No,0.0,0,Electronic City,Sweet Shop,300
14180,Glasso Cafe,No,0.0,0,Electronic City,Casual Dining,1200
14181,Rayalaseema Ruchulu,No,0.0,0,Electronic City,Casual Dining,700
14182,Hide Out - The Golden Tulip,Yes,3.2,9,Electronic City,Bar,1800
14183,Varenyam,No,3.7,56,Electronic City,Casual Dining,500
14184,Reddy Restaurant,No,3.2,6,Electronic City,Quick Bites,300
14185,On The Rock,No,0.0,0,Electronic City,Casual Dining,1000
14186,Fumzas Dine,No,0.0,0,Electronic City,Quick Bites,400
14187,Hotel Sinchara,No,0.0,0,Electronic City,Casual Dining,500
14188,Vandana Restaurant,No,0.0,0,Electronic City,Quick Bites,400
14189,NS Garden Restaurant,No,0.0,0,Electronic City,Casual Dining,550
14190,Sruthi Mess,No,0.0,0,Electronic City,Mess,300
14191,Vigneshwara Mess,No,0.0,0,Electronic City,Mess,200
14192,Samruddhi Restaurant,No,0.0,0,Electronic City,Casual Dining,500
14193,Hotel Malabar,No,0.0,0,Electronic City,Casual Dining,400
14194,EC Dine Restaurant,Yes,3.4,23,Electronic City,Casual Dining,500
14195,Swaadh,No,0.0,0,Electronic City,Quick Bites,300
14196,Pallavi Restaurant,Yes,3.8,490,Electronic City,Casual Dining,500
14197,Krutunga Restaurant,No,3.4,20,Electronic City,Casual Dining,700
14198,Shoiab Family Restaurant,Yes,3.6,14,Electronic City,Casual Dining,600
14199,Hotel Jade Empire,No,3.1,10,Electronic City,Casual Dining,700
14200,Bengaluru Restaurant,No,3.1,22,Electronic City,Casual Dining,1500
14201,Joshitha Andra Mess,No,3.2,9,Electronic City,Mess,250
14202,S R Andhra Mess,No,3.3,16,Electronic City,Mess,200
14203,Hotel Amulya,No,0.0,0,Electronic City,Casual Dining,500
14204,Gourmet,No,3.0,12,Electronic City,Casual Dining,800
14205,90's Beer Cafe - Hotel Millennium Plaza,No,3.0,7,Electronic City,Bar,1000
14206,New Hyderabadi Biryani House,No,0.0,0,Electronic City,Casual Dining,600
14207,Just Shawarma,Yes,3.9,176,Electronic City,Kiosk,300
14208,Hotel The Nalanda,No,3.2,4,Electronic City,Casual Dining,700
14209,Pepper Pillar,No,3.4,11,Electronic City,Casual Dining,700
14210,Nirvana Bar - Manipal County,No,3.3,6,Electronic City,Bar,1000
14211,Narayana Veg Treat,No,3.1,8,Electronic City,Quick Bites,350
14212,Andhra Mess,No,3.4,8,Electronic City,Mess,200
14213,Vasu Biriyani Paradise,No,3.1,6,Electronic City,Quick Bites,350
14214,Dilli 6,No,3.2,26,Electronic City,Casual Dining,450
14215,3rd Innings,No,3.0,17,Electronic City,"Casual Dining, Bar",1000
14216,Satkar,No,3.6,22,Electronic City,Quick Bites,350
14217,NH7 Resto Pub,No,3.3,6,Electronic City,"Casual Dining, Pub",1400
14218,Sahaja Foods,No,0.0,0,Electronic City,Quick Bites,150
14219,BJM Restaurant and Cafe,No,0.0,0,Electronic City,Casual Dining,700
14220,New Green Leaf Restaurant,No,3.6,42,Electronic City,Casual Dining,600
14221,Shree Ranga Vilas,No,3.2,7,Electronic City,Casual Dining,500
14222,Hotel Ivy Dew Drops,No,3.2,4,Electronic City,Casual Dining,900
14223,Momm's The Kitchen,No,3.4,7,Electronic City,Casual Dining,500
14224,Pizza Republic,No,2.7,31,Electronic City,0,500
14225,The Elachi,No,3.1,18,Electronic City,Quick Bites,500
14226,Zaffron Express,No,3.0,8,Electronic City,Casual Dining,550
14227,Hungry Kya?,No,3.3,8,Electronic City,Quick Bites,400
14228,Hunter's Lounge,No,3.1,9,Electronic City,Casual Dining,500
14229,Green Tree Garden Restaurant,No,3.4,6,Electronic City,Casual Dining,500
14230,Sattvic,No,3.0,11,Electronic City,Casual Dining,450
14231,Mast Kalandar,No,2.4,142,Electronic City,Casual Dining,450
14232,Ruchir,No,3.3,7,Electronic City,Casual Dining,600
14233,Bollywood Grill,No,3.4,5,Electronic City,Casual Dining,1500
14234,Envy,No,3.4,9,Electronic City,Lounge,1000
14235,Biriyani Paradise,No,3.0,18,Electronic City,Casual Dining,550
14236,Hotel Sri Chiraag Sagar,No,0.0,0,Electronic City,Quick Bites,400
14237,S.K Green Gardens,No,3.2,4,Electronic City,Casual Dining,550
14238,Pugals Biriyani,No,3.6,25,Electronic City,Quick Bites,400
14239,24 Hours Coffee Drop - La Classic,No,3.4,9,Electronic City,Cafe,800
14240,Pink Pepper,No,3.3,5,Electronic City,Casual Dining,700
14241,Kotae Garden,No,3.1,9,Electronic City,Casual Dining,450
14242,Anmol Sweets And Snacks,No,0.0,0,Electronic City,Sweet Shop,200
14243,BJM Restaurant & Cafe,No,0.0,0,Electronic City,Casual Dining,600
14244,Nellore Ruchulu,No,0.0,0,Electronic City,Casual Dining,500
14245,La Liz Restaurant,No,0.0,0,Electronic City,Quick Bites,400
14246,Spice,No,3.3,4,Electronic City,"Casual Dining, Bar",1500
14247,Flavors,No,3.4,5,Electronic City,Casual Dining,1200
